_id,nume_produs,valabilitate_produs,pret_produs,link_produs,imagine_produs,_id_principal_category,_id_second_category
evo_i1,"Laptop Prestigio SmartBook 141 C4 (Procesor AMD A4-9120 (1M Cache, up to 2.50 GHz), 14.1&quot; FHD, 4GB, 64GB eMMC, AMD Radeon R3, Win10 Pro, Argintiu)",In stoc magazin,"[[""1.499,00 Lei"",""999,00 Lei"",{""$date"":""2020-06-08T16:45:59Z""}]]",www.evomag.ro/portabile-laptopuri-notebook/prestigio-laptop-prestigio-smartbook-141-c4-procesor-amd-a4-9120-1m-cache-up-to-2.50-ghz-14.1-fhd-4gb-64gb-emmc-amd-radeon-r3-win10-pro-argintiu-3786993.html,https://static3.evomag.ro/img?file=products%2F3786%2F3786993%2F1586861842Laptop+Prestigio+SmartBook+141+C4+%28Procesor+AMD+A4-9120+%281M+Cache%2C+up+to+2.50+GHz%29%2C+14.1+FHD%2C+4GB%2C+64GB+eMMC%2C+AMD+Radeon+R3%2C+Win10+Pro%2C+Argintiu%291.png&amp;height=150&amp;extend=white,evo_p0,evo_s0
evo_i2,"Laptop Prestigio SmartBook 141 C3 (Procesor Intel Atom® x5-Z8350 (2M Cache, up to 1.92 GHz), 14.1&quot; HD, 2GB, 64GB eMMC, Intel® HD Graphics 400, Win10 Home, Argintiu)",In stoc magazin,"[[""1.199,00 Lei"",""799,00 Lei"",{""$date"":""2020-06-08T16:45:59Z""}]]",www.evomag.ro/portabile-laptopuri-notebook/prestigio-laptop-prestigio-smartbook-141-c3-procesor-intel-atom-x5-z8350-2m-cache-up-to-1.92-ghz-14.1-hd-2gb-64gb-emmc-intel-hd-graphics-400-win10-home-argintiu-3786982.html,https://static3.evomag.ro/img?file=products%2F3786%2F3786982%2F1590048786Laptop+Prestigio+SmartBook+141+C3+%28Procesor+Intel+Atom%C2%AE+x5-Z8350+%282M+Cache%2C+up+to+1.92+GHz%29%2C+14.1+HD%2C+2GB%2C+64GB+eMMC%2C+Intel%C2%AE+HD+Graphics+400%2C+Win10+Home%2C+Argintiu%291.png&amp;height=150&amp;extend=white,evo_p0,evo_s0
evo_i3,"Laptop HP 250 G7 (Procesor Intel® Core™ i5-8265U (6M Cache, up to 3.90 GHz), Whiskey Lake, 15.6&quot; FHD, 8GB, 256GB SSD, nVidia GeForce MX110 @2GB, Negru)",In stoc magazin,"[[""3.599,00 Lei"",""2.549,00 Lei"",{""$date"":""2020-06-08T16:45:59Z""}]]",www.evomag.ro/portabile-laptopuri-notebook/hp-laptop-hp-250-g7-procesor-intel-core-i5-8265u-6m-cache-up-to-3.90-ghz-whiskey-lake-15.6-fhd-8gb-256gb-ssd-nvidia-geforce-mx110-2gb-negru-3763110.html,https://static3.evomag.ro/img?file=products%2F3763%2F3763110%2F1568290528Laptop+HP+250+G7+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i5-8265U+%286M+Cache%2C+up+to+3.90+GHz%29%2C+Whiskey+Lake%2C+15.6+FHD%2C+8GB%2C+256GB+SSD%2C+nVidia+GeForce+MX110+%402GB%2C+Negru%291.jpg&amp;height=150&amp;extend=white,evo_p0,evo_s0
evo_i4,"Laptop Prestigio SmartBook 141S (Procesor Intel® Celeron® N3350 (2M Cache, up to 2.40 GHz), 14.1&quot; FHD, 4GB, 32GB eMMC, Intel® HD Graphics 500, Win10 Home, Gri)",In stoc magazin,"[[""1.699,00 Lei"",""1.099,00 Lei"",{""$date"":""2020-06-08T16:45:59Z""}]]",www.evomag.ro/portabile-laptopuri-notebook/prestigio-laptop-prestigio-smartbook-141s-procesor-intel-celeron-n3350-2m-cache-up-to-2.40-ghz-14.1-fhd-4gb-32gb-emmc-intel-hd-graphics-500-win10-home-gri-3786986.html,https://static3.evomag.ro/img?file=products%2F3786%2F3786986%2F1586859090Laptop+Prestigio+SmartBook+141S+%28Procesor+Intel%C2%AE+Celeron%C2%AE+N3350+%282M+Cache%2C+up+to+2.40+GHz%29%2C+14.1+FHD%2C+4GB%2C+32GB+eMMC%2C+Intel%C2%AE+HD+Graphics+500%2C+Win10+Home%2C+Gri%291.png&amp;height=150&amp;extend=white,evo_p0,evo_s0
evo_i5,"Laptop Asus X509JB-EJ010 (Procesor Intel® Core™ i5-1035G1 (6M Cache, up to 3.60 GHz), Ice Lake, 15.6&quot; FHD, 8GB, 1TB HDD @5400RPM, nVidia GeForce MX110 @2GB, Gri)",In stoc magazin,"[[""3.199,00 Lei"",""2.599,00 Lei"",{""$date"":""2020-06-08T16:45:59Z""}]]",www.evomag.ro/portabile-laptopuri-notebook/asus-laptop-asus-x509jb-ej010-procesor-intel-core-i5-1035g1-6m-cache-up-to-3.60-ghz-ice-lake-15.6-fhd-8gb-1tb-hdd-5400rpm-nvidia-geforce-mx110-2gb-gri-3788362.html,https://static3.evomag.ro/img?file=products%2F3788%2F3788362%2F1569940632Laptop+Asus+X509FL-EJ049+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i5-8265U+%286M+Cache%2C+up+to+3.90+GHz%29%2C+Whiskey+Lake%2C+15.6+FHD%2C+8GB%2C+256GB+SSD%2C+Intel%C2%AE+UHD+Graphics+620%2C+Gri%29+1.jpg&amp;height=150&amp;extend=white,evo_p0,evo_s0
evo_i6,"Laptop Asus X509JA-EJ142 (Procesor Intel® Core™ i3-1005G1 (4M Cache, up to 3.40 GHz), Ice Lake, 15.6&quot; FHD, 8GB, 512GB, Intel® UHD Graphics, Gri)",In stoc magazin,"[[""2.599,00 Lei"",""2.099,00 Lei"",{""$date"":""2020-06-08T16:45:59Z""}]]",www.evomag.ro/portabile-laptopuri-notebook/asus-laptop-asus-x509ja-ej142-procesor-intel-core-i3-1005g1-4m-cache-up-to-3.40-ghz-ice-lake-15.6-fhd-8gb-512gb-intel-uhd-graphics-gri-3786113.html,https://static3.evomag.ro/img?file=products%2F3786%2F3786113%2F1569940632Laptop+Asus+X509FL-EJ049+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i5-8265U+%286M+Cache%2C+up+to+3.90+GHz%29%2C+Whiskey+Lake%2C+15.6+FHD%2C+8GB%2C+256GB+SSD%2C+Intel%C2%AE+UHD+Graphics+620%2C+Gri%29+1.jpg&amp;height=150&amp;extend=white,evo_p0,evo_s0
evo_i7,"Laptop Apple MacBook Pro 16 Retina (Procesor Intel® Core™ i9-9880H (16M Cache, up to 4.80 GHz), Coffee Lake, 16&quot;, Retina, Touch Bar, 16GB, 1TB SSD, AMD Radeon Pro 5500M @4GB, Mac OS Catalina, Layout INT, Gri)",Stoc epuizat,"[[""17.999,00 Lei"",""14.299,00 Lei"",{""$date"":""2020-06-08T16:45:59Z""}]]",www.evomag.ro/portabile-laptopuri-notebook/apple-laptop-apple-macbook-pro-16-retina-procesor-intel-core-i9-9880h-16m-cache-up-to-4.80-ghz-coffee-lake-16-retina-touch-bar-16gb-1tb-ssd-amd-radeon-pro-5500m-4gb-mac-os-catalina-layout-int-gri-3775068.html,https://static3.evomag.ro/img?file=products%2F3775%2F3775068%2F1574088608Laptop+Apple+MacBook+Pro+16+Retina+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i9-9880H+%2816M+Cache%2C+up+to+4.80+GHz%29%2C+Coffee+Lake%2C+16%2C+Retina%2C+Touch+Bar%2C+16GB%2C+1TB+SSD%2C+AMD+Radeon+Pro+5500M+%404GB1.jpg&amp;height=150&amp;extend=white,evo_p0,evo_s0
evo_i8,"Laptop Asus X509JA-EJ063 (Procesor Intel® Core™ i5-1035G1 (6M Cache, up to 3.60 GHz), Ice Lake, 15.6&quot; FHD, 8GB, 1TB HDD @5400RPM, Intel® UHD Graphics, Gri)",In stoc magazin,"[[""2.999,00 Lei"",""2.399,00 Lei"",{""$date"":""2020-06-08T16:45:59Z""}]]",www.evomag.ro/portabile-laptopuri-notebook/asus-laptop-asus-x509ja-ej063-procesor-intel-core-i5-1035g1-6m-cache-up-to-3.60-ghz-ice-lake-15.6-fhd-8gb-1tb-hdd-5400rpm-intel-uhd-graphics-gri-3788363.html,https://static3.evomag.ro/img?file=products%2F3788%2F3788363%2F1569940632Laptop+Asus+X509FL-EJ049+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i5-8265U+%286M+Cache%2C+up+to+3.90+GHz%29%2C+Whiskey+Lake%2C+15.6+FHD%2C+8GB%2C+256GB+SSD%2C+Intel%C2%AE+UHD+Graphics+620%2C+Gri%29+1.jpg&amp;height=150&amp;extend=white,evo_p0,evo_s0
evo_i9,"Laptop Prestigio SmartBook 133S (Procesor Intel® Celeron® N3350 (2M Cache, up to 2.40 GHz), 13.3&quot; FHD, 3GB, 32GB eMMC, Intel® HD Graphics 500, Win10 Home, Gri)",In stoc magazin,"[[""1.299,00 Lei"",""999,00 Lei"",{""$date"":""2020-06-08T16:45:59Z""}]]",www.evomag.ro/portabile-laptopuri-notebook/prestigio-laptop-prestigio-smartbook-133s-procesor-intel-celeron-n3350-2m-cache-up-to-2.40-ghz-13.3-fhd-3gb-32gb-emmc-intel-hd-graphics-500-win10-home-gri-3786978.html,https://static3.evomag.ro/img?file=products%2F3786%2F3786978%2F1586855767Laptop+Prestigio+SmartBook+133S+%28Procesor+Intel%C2%AE+Celeron%C2%AE+N3350+%282M+Cache%2C+up+to+2.40+GHz%29%2C+13.3+FHD%2C+3GB%2C+32GB+eMMC%2C+Intel%C2%AE+HD+Graphics+500%2C+Win10+Home%2C+Gri%291.png&amp;height=150&amp;extend=white,evo_p0,evo_s0
evo_i10,"Laptop HP 15s-eq0035nq (Procesor AMD Ryzen 3 3200U (4M Cache, up to 3.50 GHz), 15.6&quot; FHD, 8GB, 256GB SSD, AMD Radeon Vega 3, Argintiu)",In stoc magazin,"[[""2.499,00 Lei"",""1.899,00 Lei"",{""$date"":""2020-06-08T16:45:59Z""}]]",www.evomag.ro/portabile-laptopuri-notebook/hp-laptop-hp-15s-eq0035nq-procesor-amd-ryzen-3-3200u-4m-cache-up-to-3.50-ghz-15.6-fhd-8gb-256gb-ssd-amd-radeon-vega-3-argintiu-3788988.html,https://static3.evomag.ro/img?file=products%2F3788%2F3788988%2F1589195905Laptop+HP+15s-eq0035nq+%28Procesor+AMD+Ryzen+3+3200U+%284M+Cache%2C+up+to+3.50+GHz%29%2C+15.6+FHD%2C+8GB%2C+256GB+SSD%2C+AMD+Radeon+Vega+3%2C+Argintiu%291.jpg&amp;height=150&amp;extend=white,evo_p0,evo_s0
evo_i11,"Laptop Asus X509JA-EJ025R (Procesor Intel® Core™ i3-1005G1 (4M Cache, up to 3.40 GHz), Ice Lake, 15.6&quot; FHD, 4GB, 256GB, Intel® UHD Graphics, Win10 Pro, Gri)",In stoc magazin,"[[""2.999,00 Lei"",""2.399,00 Lei"",{""$date"":""2020-06-08T16:45:59Z""}]]",www.evomag.ro/portabile-laptopuri-notebook/asus-laptop-asus-x509ja-ej025r-procesor-intel-core-i3-1005g1-4m-cache-up-to-3.40-ghz-ice-lake-15.6-fhd-4gb-256gb-intel-uhd-graphics-win10-pro-gri-3786097.html,https://static3.evomag.ro/img?file=products%2F3786%2F3786097%2F1569940632Laptop+Asus+X509FL-EJ049+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i5-8265U+%286M+Cache%2C+up+to+3.90+GHz%29%2C+Whiskey+Lake%2C+15.6+FHD%2C+8GB%2C+256GB+SSD%2C+Intel%C2%AE+UHD+Graphics+620%2C+Gri%29+1.jpg&amp;height=150&amp;extend=white,evo_p0,evo_s0
evo_i12,"Laptop HP 250 G7 (Procesor Intel® Core™ i3-8130U (4M Cache, up to 3.40 GHz), Kaby Lake, 15.6&quot; FHD, 4GB, 1TB HDD @5400RPM, Intel® UHD Graphics 620, Negru)",In stoc magazin,"[[""2.299,00 Lei"",""1.799,00 Lei"",{""$date"":""2020-06-08T16:45:59Z""}]]",www.evomag.ro/portabile-laptopuri-notebook/hp-laptop-hp-250-g7-procesor-intel-core-i3-8130u-4m-cache-up-to-3.40-ghz-kaby-lake-15.6-fhd-4gb-1tb-hdd-5400rpm-intel-uhd-graphics-620-negru-3780685.html,https://static3.evomag.ro/img?file=products%2F3780%2F3780685%2F1570431616Laptop+HP+250+G7+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i3-7020U+%283M+Cache%2C+up+to+2.30+GHz%29%2C+Kaby+Lake%2C+15.6+FHD%2C+8GB%2C+256GB+SSD%2C+Intel%C2%AE+HD+Graphics+620%2C+Negru%29+1.jpg&amp;height=150&amp;extend=white,evo_p0,evo_s0
evo_i13,"Laptop Prestigio SmartBook 141S (Procesor Intel® Celeron® N3350 (2M Cache, up to 2.40 GHz), 14.1&quot; FHD, 3GB, 32GB eMMC, Intel® HD Graphics 500, Win10 Home, Albastru)",In stoc magazin,"[[""1.299,00 Lei"",""999,00 Lei"",{""$date"":""2020-06-08T16:45:59Z""}]]",www.evomag.ro/portabile-laptopuri-notebook/prestigio-laptop-prestigio-smartbook-141s-procesor-intel-celeron-n3350-2m-cache-up-to-2.40-ghz-14.1-fhd-3gb-32gb-emmc-intel-hd-graphics-500-win10-home-albastru-3786969.html,https://static3.evomag.ro/img?file=products%2F3786%2F3786969%2F1586853694Laptop+Prestigio+SmartBook+141S+%28Procesor+Intel%C2%AE+Celeron%C2%AE+N3350+%282M+Cache%2C+up+to+2.40+GHz%29%2C+14.1+FHD%2C+3GB%2C+32GB+eMMC%2C+Intel%C2%AE+HD+Graphics+500%2C+Win10+Home%2C+Albastru%291.png&amp;height=150&amp;extend=white,evo_p0,evo_s0
evo_i14,"Laptop Dell Inspiron 3593 (Procesor Intel® Core™ i3-1005G1 (4M Cache, up to 3.40 GHz), Ice Lake, 15.6&quot; FHD, 8GB, 512GB SSD, Intel® UHD Graphics, Linux, Negru)",In stoc magazin,"[[""3.199,00 Lei"",""2.149,00 Lei"",{""$date"":""2020-06-08T16:45:59Z""}]]",www.evomag.ro/portabile-laptopuri-notebook/dell-laptop-dell-inspiron-3593-procesor-intel-core-i3-1005g1-4m-cache-up-to-3.40-ghz-ice-lake-15.6-fhd-8gb-512gb-ssd-intel-uhd-graphics-linux-negru-3789566.html,https://static3.evomag.ro/img?file=products%2F3789%2F3789566%2F1571655938Laptop+Dell+Inspiron+3593+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i5-1035G1+%286M+Cache%2C+up+to+3.60+GHz%29%2C+Ice+Lake%2C+15.6+FHD%2C+8GB%2C+512GB+SSD%2C+Intel%C2%AE+UHD+Graphics%2C+Linux%2C+Negru%291.jpg&amp;height=150&amp;extend=white,evo_p0,evo_s0
evo_i15,"Laptop Gaming MSI GF75 Thin 9SD (Procesor Intel® Core™ i5-9300H (8M Cache, up to 4.50 GHz), Coffee Lake, 17.3&quot; FHD, 8GB, 512GB SSD, nVidia GeForce GTX 1660Ti @6GB, Negru)",In stoc magazin,"[[""5.999,00 Lei"",""4.699,00 Lei"",{""$date"":""2020-06-08T16:45:59Z""}]]",www.evomag.ro/portabile-laptopuri-notebook/msi-laptop-gaming-msi-gf75-thin-9sd-procesor-intel-core-i5-9300h-8m-cache-up-to-4.50-ghz-coffee-lake-17.3-fhd-8gb-512gb-ssd-nvidia-geforce-gtx-1660ti-6gb-negru-3784596.html,https://static3.evomag.ro/img?file=products%2F3784%2F3784596%2F1571400283Laptop+Gaming+MSI+GF75+Thin+9SC+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i5-9300H+%288M+Cache%2C+up+to+4.50+GHz%29%2C+Coffee+Lake%2C+17.3+FHD%2C+8GB%2C+512GB+SSD%2C+nVidia+GeForce+GTX+1650+%404GB%2C+Negru%291.jpg&amp;height=150&amp;extend=white,evo_p0,evo_s0
evo_i16,"Laptop HP 250 G7 (Procesor Intel® Core™ i7-8565U (8M Cache, up to 4.60 GHz), Whiskey Lake, 15.6&quot; FHD, 8GB, 256GB SSD, Intel® UHD Graphics 620, Negru)",In stoc magazin,"[[""3.999,00 Lei"",""2.499,00 Lei"",{""$date"":""2020-06-08T16:45:59Z""}]]",www.evomag.ro/portabile-laptopuri-notebook/hp-laptop-hp-250-g7-procesor-intel-core-i7-8565u-8m-cache-up-to-4.60-ghz-whiskey-lake-15.6-fhd-8gb-256gb-ssd-intel-uhd-graphics-620-negru-3779666.html,https://static3.evomag.ro/img?file=products%2F3779%2F3779666%2F1570431616Laptop+HP+250+G7+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i3-7020U+%283M+Cache%2C+up+to+2.30+GHz%29%2C+Kaby+Lake%2C+15.6+FHD%2C+8GB%2C+256GB+SSD%2C+Intel%C2%AE+HD+Graphics+620%2C+Negru%29+1.jpg&amp;height=150&amp;extend=white,evo_p0,evo_s0
evo_i17,"Laptop Asus VivoBook X512JP-EJ181 (Procesor Intel® Core™ i5-1035G1 (6M Cache, up to 3.60 GHz), Ice Lake, 15.6&quot; FHD, 8GB, 512GB SSD, nVidia GeForce MX330 @2GB, Argintiu)",In stoc magazin,"[[""3.699,00 Lei"",""2.999,00 Lei"",{""$date"":""2020-06-08T16:45:59Z""}]]",www.evomag.ro/portabile-laptopuri-notebook/asus-laptop-asus-vivobook-x512jp-ej181-procesor-intel-core-i5-1035g1-6m-cache-up-to-3.60-ghz-ice-lake-15.6-fhd-8gb-512gb-ssd-nvidia-geforce-mx330-2gb-argintiu-3790501.html,https://static3.evomag.ro/img?file=products%2F3790%2F3790501%2F1591171048Laptop+Asus+VivoBook+X512JP-EJ181+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i5-1035G1+%286M+Cache%2C+up+to+3.60+GHz%29%2C+Ice+Lake%2C+15.6+FHD%2C+12GB%2C+512GB+SSD%2C+nVidia+GeForce+MX330+%402GB%2C+Argintiu%291.jpg&amp;height=150&amp;extend=white,evo_p0,evo_s0
evo_i18,"Laptop HP 250 G7 (Procesor Intel® Core™ i7-8565U (8M Cache, up to 4.60 GHz), Whiskey Lake, 15.6&quot; FHD, 8GB, 256GB SSD, Intel® UHD Graphics 620, Win10 Pro, Argintiu)",In stoc magazin,"[[""4.499,00 Lei"",""3.399,00 Lei"",{""$date"":""2020-06-08T16:45:59Z""}]]",www.evomag.ro/portabile-laptopuri-notebook/hp-laptop-hp-250-g7-procesor-intel-core-i7-8565u-8m-cache-up-to-4.60-ghz-whiskey-lake-15.6-fhd-8gb-256gb-ssd-intel-uhd-graphics-620-win10-pro-argintiu-3756700.html,https://static3.evomag.ro/img?file=products%2F3756%2F3756700%2F1563864177Laptop+HP+250+G7+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i7-8565U+%288M+Cache%2C+up+to+4.60+GHz%29%2C+Whiskey+Lake%2C+15.6+FHD%2C+8GB%2C+256GB+SSD%2C+Intel%C2%AE+UHD+Graphics+620%2C+Win10+Pro%2C+Argintiu%29+1.jpg&amp;height=150&amp;extend=white,evo_p0,evo_s0
evo_i19,"Laptop Acer Aspire 3 A315-55G (Procesor Intel® Core™ i5-8265U (6M Cache, up to 3.90 GHz), Whiskey Lake, 15.6&quot; FHD, 8GB, 256GB SSD, nVidia GeForce MX230 @2GB, Linux, Negru)",In stoc magazin,"[[""2.999,00 Lei"",""2.499,00 Lei"",{""$date"":""2020-06-08T16:45:59Z""}]]",www.evomag.ro/portabile-laptopuri-notebook/acer-laptop-acer-aspire-3-a315-55g-procesor-intel-core-i5-8265u-6m-cache-up-to-3.90-ghz-whiskey-lake-15.6-fhd-8gb-256gb-ssd-nvidia-geforce-mx230-2gb-linux-negru-3787774.html,https://static3.evomag.ro/img?file=products%2F3787%2F3787774%2F1587652529Laptop+Acer+Aspire+3+A315-55G+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i5-8265U+%286M+Cache%2C+up+to+3.90+GHz%29%2C+Whiskey+Lake%2C+15.6+FHD%2C+8GB%2C+256GB+SSD%2C+nVidia+GeForce+MX230+%402GB%2C+Linux%2C+Negru%291.jpg&amp;height=150&amp;extend=white,evo_p0,evo_s0
evo_i20,"Laptop HP 250 G7 (Procesor Intel® Core™ i5-8265U (6M Cache, up to 3.90 GHz), Whiskey Lake, 15.6&quot; FHD, 4GB, 1TB HDD @5400RPM + 128GB SSD, Intel® UHD Graphics 620, Negru)",In stoc magazin,"[[""3.199,00 Lei"",""2.499,00 Lei"",{""$date"":""2020-06-08T16:45:59Z""}]]",www.evomag.ro/portabile-laptopuri-notebook/hp-laptop-hp-250-g7-procesor-intel-core-i5-8265u-6m-cache-up-to-3.90-ghz-whiskey-lake-15.6-fhd-4gb-1tb-hdd-5400rpm-128gb-ssd-intel-uhd-graphics-620-negru-3787895.html,https://static3.evomag.ro/img?file=products%2F3787%2F3787895%2F1587974992Laptop+HP+250+G7+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i5-8265U+%286M+Cache%2C+up+to+3.90+GHz%29%2C+Whiskey+Lake%2C+15.6+FHD%2C+8GB%2C+256GB+SSD%2C+Intel%C2%AE+UHD+Graphics+620%2C+Negru%291.jpg&amp;height=150&amp;extend=white,evo_p0,evo_s0
evo_i21,"Laptop HP ProBook 450 G7 (Procesor Intel® Core™ i5-10210U (6M Cache, up to 4.20 GHz), Comet Lake, 15.6&quot; FHD, 8GB, 256GB SSD, Intel® UHD Graphics, Argintiu)",In stoc magazin,"[[""3.499,00 Lei"",""2.849,00 Lei"",{""$date"":""2020-06-08T16:45:59Z""}]]",www.evomag.ro/portabile-laptopuri-notebook/hp-laptop-hp-probook-450-g7-procesor-intel-core-i5-10210u-6m-cache-up-to-4.20-ghz-comet-lake-15.6-fhd-8gb-256gb-ssd-intel-uhd-graphics-argintiu-3786709.html,https://static3.evomag.ro/img?file=products%2F3786%2F3786709%2F1586251370Laptop+HP+ProBook+450+G7+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i5-10210U+%286M+Cache%2C+up+to+4.20+GHz%29%2C+Comet+Lake%2C+15.6+FHD%2C+8GB%2C+1TB+HDD+%405400RPM%2C+nVidia+GeForce+MX130+%402GB%2C+FPR%2C+Argintiu%291.jpg&amp;height=150&amp;extend=white,evo_p0,evo_s0
evo_i22,"Laptop HP Pavilion 15-cs3019nq (Procesor Intel® Core™ i5-1035G1 (6M Cache, up to 3.60 GHz), Ice Lake, 15.6&quot; FHD, 8GB, 512GB SSD, nVidia GeForce MX250 @2GB, Argintiu)",In stoc magazin,"[[""3.699,00 Lei"",""3.199,00 Lei"",{""$date"":""2020-06-08T16:45:59Z""}]]",www.evomag.ro/portabile-laptopuri-notebook/hp-laptop-hp-pavilion-15-cs3019nq-procesor-intel-core-i5-1035g1-6m-cache-up-to-3.60-ghz-ice-lake-15.6-fhd-8gb-512gb-ssd-nvidia-geforce-mx250-2gb-argintiu-3788500.html,https://static3.evomag.ro/img?file=products%2F3788%2F3788500%2F1583164392Laptop+Gaming+HP+Pavilion+15-cs3004nq+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i7-1065G7+%288M+Cache%2C+up+to+3.90+GHz%29%2C+Ice+Lake%2C+15.6+FHD%2C+8GB%2C+512GB+SSD%2C+nVidia+GeForce+MX250+%404GB%2C+Argintiu%291.jpg&amp;height=150&amp;extend=white,evo_p0,evo_s0
evo_i23,"Laptop Gaming Lenovo Legion Y540 (Procesor Intel® Core™ i7-9750HF (12M Cache, up to 4.50 GHz), Coffee Lake, 15.6&quot; FHD, 8GB, 512GB SSD, nVidia GeForce GTX 1660Ti @6GB, Negru)",In stoc magazin,"[[null,""4.999,00 Lei"",{""$date"":""2020-06-08T16:45:59Z""}]]",www.evomag.ro/portabile-laptopuri-notebook/lenovo-laptop-gaming-lenovo-legion-y540-procesor-intel-core-i7-9750hf-12m-cache-up-to-4.50-ghz-coffee-lake-15.6-fhd-8gb-512gb-ssd-nvidia-geforce-gtx-1660ti-6gb-negru-3789041.html,https://static3.evomag.ro/img?file=products%2F3789%2F3789041%2F1566301750Laptop+Gaming+Lenovo+Legion+Y540+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i7-9750H+%2812M+Cache%2C+up+to+4.50+GHz%29%2C+Coffee+Lake%2C+15.6+FHD%2C+8GB%2C+512B+SSD%2C+nVidia+GeForce+GTX+1660Ti+%406GB%2C+Negru%291.jpg&amp;height=150&amp;extend=white,evo_p0,evo_s0
evo_i24,"Laptop Asus VivoBook X543MA-GO835 (Procesor Intel® Celeron® N4000 (4M Cache, up to 2.60 GHz), Gemini Lake, 15.6&quot; HD, 4GB, 256GB SSD, Intel® UHD Graphics 600, Gri)",In stoc magazin,"[[""1.699,00 Lei"",""1.149,00 Lei"",{""$date"":""2020-06-08T16:45:59Z""}]]",www.evomag.ro/portabile-laptopuri-notebook/asus-laptop-asus-vivobook-x543ma-go835-procesor-intel-celeron-n4000-4m-cache-up-to-2.60-ghz-gemini-lake-15.6-hd-4gb-256gb-ssd-intel-uhd-graphics-600-gri-3789793.html,https://static3.evomag.ro/img?file=products%2F3789%2F3789793%2F1590062409Laptop+Asus+VivoBook+X543MA-GO835+%28Procesor+Intel%C2%AE+Celeron%C2%AE+N4000+%284M+Cache%2C+up+to+2.60+GHz%29%2C+Gemini+Lake%2C+15.6+HD%2C+4GB%2C+256GB+SSD%2C+Intel%C2%AE+UHD+Graphics+600%2C+Gri%291.JPG&amp;height=150&amp;extend=white,evo_p0,evo_s0
evo_i25,"Laptop Dell Latitude 5500 (Procesor Intel® Core™ i5-8365U (6M Cache, up to 4.10 GHz), Whiskey Lake, 15.6&quot; FHD, 16GB, 512GB SSD, Intel® UHD Graphics 620, FPR, 4G, Win10 Pro, Negru)",In stoc magazin,"[[null,""4.499,00 Lei"",{""$date"":""2020-06-08T16:45:59Z""}]]",www.evomag.ro/portabile-laptopuri-notebook/dell-laptop-dell-latitude-5500-procesor-intel-core-i5-8365u-6m-cache-up-to-4.10-ghz-whiskey-lake-15.6-fhd-16gb-512gb-ssd-intel-uhd-graphics-620-fpr-4g-win10-pro-negru-3753281.html,https://static3.evomag.ro/img?file=products%2F3753%2F3753281%2F1559818709Laptop+Dell+Latitude+5500+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i5-8365U+%286M+Cache%2C+up+to+4.10+GHz%29%2C+15.6+FHD%2C+8GB%2C+256GB+SSD%2C+AMD+Radeon+540X+%402GB%2C+Win10+Pro%2C+Argintiu%291.JPG&amp;height=150&amp;extend=white,evo_p0,evo_s0
evo_i26,"Laptop HP 15s-fq1007nq (Procesor Intel® Core™ i7-1065G7 (4M Cache, up to 3.40 GHz), Ice Lake, 15.6&quot; FHD, 8GB, 256GB SSD, Intel® Iris® Plus Graphics, Argintiu)",In stoc magazin,"[[""3.499,00 Lei"",""2.999,00 Lei"",{""$date"":""2020-06-08T16:45:59Z""}]]",www.evomag.ro/portabile-laptopuri-notebook/hp-laptop-hp-15s-fq1007nq-procesor-intel-core-i7-1065g7-4m-cache-up-to-3.40-ghz-ice-lake-15.6-fhd-8gb-256gb-ssd-intel-iris-plus-graphics-argintiu-3789440.html,https://static3.evomag.ro/img?file=products%2F3789%2F3789440%2F1589542485Laptop+HP+15s-fq1007nq+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i7-1065G7+%284M+Cache%2C+up+to+3.40+GHz%29%2C+Ice+Lake%2C+15.6+FHD%2C+8GB%2C+256GB+SSD%2C+Intel%C2%AE+Iris%C2%AE+Plus+Graphics%2C+Argintiu%291.jpg&amp;height=150&amp;extend=white,evo_p0,evo_s0
